['you look fat', '太っ--動 て--助 見える--動 よ--助']
['he was acquitted', '彼--名 は--助 無罪--名 に--助 なっ--動 た--助']
['he was perplexed', '彼--名 は--助 戸惑っ--動 て--助 い--動 た--助']
['he was very poor', '彼--名 は--助 ひどく--形 貧乏--名 だっ--助 た--助']
['he wears glasses', '彼--名 は--助 眼鏡--名 を--助 かけ--動 て--助 いる--動']
['hes a bit naive', 'あいつ--名 って--助 ちょっと--副 単純--名 だ--助 よ--助 な--助']
['hes a gentleman', '彼--名 は--助 紳士--名 で--助 ある--助']
['hes a smart boy', '彼--名 は--助 頭--名 の--助 よい--形 子--名 だ--助']
['hes always busy', '彼--名 は--助 いつも--副 忙しい--形']
['hes at her side', '彼--名 は--助 彼女--名 の--助 側--名 に--助 い--動 ます--助']
['hes intelligent', '彼--名 は--助 頭--名 が--助 いい--形']
['hes not at home', '家--名 に--助 は--助 い--動 ない--助']
['hes not my type', '彼--名 は--助 私--名 の--助 タイプ--名 で--助 は--助 ない--形']
['hes over thirty', '彼--名 は--助 ３--名 ０--名 歳--名 を--助 越え--動 て--助 いる--動']
['hes still young', '彼--名 は--助 まだ--副 若い--形']
['hes unconscious', '意識--名 が--助 あり--動 ませ--助 ん--助']
['hes very stingy', '彼--名 は--助 とても--副 けち--名 だ--助']
['hes very strong', '彼--名 は--助 とても--副 丈夫--名 だ--助']
['hes watching tv', '彼--名 は--助 テレビ--名 を--助 見--動 て--助 い--動 ます--助']
['hes watching tv', '彼--名 は--助 テレビ--名 で--助 見--動 て--助 いる--動']
['here is your dog', 'あなた--名 の--助 犬--名 は--助 ここ--名 に--助 い--動 ます--助']
['hold on a second', '少々--副 お--接 まち--名 ください--動']
['hold on a second', 'ちょっと--副 お待ち--名 下さい--動']
['hold your tongue', '黙っ--動 て--助 い--動 なさい--動']
['horses eat grass', '馬--名 は--助 草--名 を--助 食べる--動']
['how are you tom', 'トム--名 、--記 ご--接 き--動 げん--名 いかが--名 です--助 か--助']
['how are you tom', 'トム--名 、--記 元気--名 です--助 か--助']
['how are you tom', '元気--名 です--助 か--助 、--記 トム--名']
['how can you tell', 'なん--名 で--助 知っ--動 てる--動 の--助']
['how embarrassing', 'ああ--感 恥ずかしい--形']
['how embarrassing', 'ばつ--名 が--助 悪--接 いっ--動 たら--助 ありゃ--動 し--動 ない--助']
['how is tom doing', 'トム--名 は--助 どう--副 し--動 てる--動']
['how is the salad', 'サラダ--名 の--助 お--接 味--名 は--助 いかが--名 です--助 か--助']
['how is your life', '暮らし--名 は--助 どう--副 です--助 か--助']
['how much is that', 'いくら--名 です--助 か--助']
['how much is this', 'これ--名 いくら--名 です--助 か--助']
['how tall are you', '身長--名 何--名 センチ--名']
['how tall you are', 'すっごく--形 背--名 が--助 高い--形 ね--助']
['how was the game', '試合--名 は--助 どう--副 だっ--助 た--助']
['how was the trip', '旅行--名 どう--副 だっ--助 た--助']
['how was the trip', '旅行--名 どう--副 でし--助 た--助 か--助']
['how was the trip', '旅行--名 どう--副 でし--助 た--助']
['how was your day', '今日--名 は--助 どう--副 だっ--助 た--助']
['how was your day', '今日--名 は--助 どんな--連 日--名 でし--助 た--助 か--助']
['how youve grown', '大きく--形 なっ--動 た--助 ね--助']
['howre you doing', '調子--名 は--助 どう--副 です--助 か--助']
['howre you doing', '元気--名 です--助 か--助']
['hows that again', 'もう一度--副 おっしゃっ--動 て--助 ください--動']
['hows work going', 'どう--副 、--記 仕事--名 は--助']
['i agree with tom', '私--名 は--助 トム--名 に--助 賛成--名 です--助']
['i agree with you', '賛成--名 です--助']
['i agree with you', '僕--名 は--助 君--名 と--助 同--接 意見--名 だ--助']
['i agree with you', '同感--名 です--助']
['i agree with you', '私--名 は--助 あなた--名 に--助 賛成--名 だ--助']
['i agree with you', '私--名 も--助 賛成--名 です--助']
['i also like cake', '私--名 は--助 ケーキ--名 も--助 好き--名 だ--助']
['i am a bit drunk', '私--名 は--助 少し--副 酔っ--動 て--助 いる--動']
['i am a housewife', '私--名 は--助 主婦--名 です--助']
['i am a professor', '私--名 は--助 教授--名 です--助']
['i am a professor', '私--名 は--助 大学--名 教授--名 です--助']
['i am an engineer', '私--名 は--助 エンジニア--名 です--助']
['i am from brazil', '私--名 は--助 ブラジル--名 の--助 出身--名 です--助']
['i am from france', 'フランス--名 から--助 来--動 まし--助 た--助']
['i am on duty now', '今--接 勤務--名 中--名 です--助']
['i am only joking', 'ほんの--連 冗談--名 だ--助 よ--助']
['i am only joking', 'ほんの--連 冗談--名 です--助']
['i am out of work', '私--名 は--助 失業--名 中--名 だ--助']
['i am very hungry', 'お腹--名 が--助 ぺこぺこ--名 です--助']
['i believe in god', '私--名 は--助 神--名 を--助 信じ--動 ます--助']
['i believe in him', '私--名 は--助 彼--名 を--助 信用--名 し--動 て--助 い--動 ます--助']
['i believe in you', '君--名 を--助 信じ--動 て--助 いる--動 から--助 ね--助']
['i bought a watch', '私--名 は--助 時計--名 を--助 買い--動 まし--助 た--助']
['i bought a watch', '私--名 は--助 腕時計--名 を--助 買っ--動 た--助']
['i cant hear you', '聞こえ--動 ませ--助 ん--助 よ--助']
['i cant remember', '思い出せ--動 ない--助']
['i cant remember', '思い出せ--動 ませ--助 ん--助']
['i cant remember', '覚え--動 て--助 い--動 ない--助']
['i cant remember', '覚え--動 て--助 い--動 ませ--助 ん--助']
['i cant remember', '覚え--動 て--助 い--動 ない--助 ん--名 だ--助']
['i cant see well', '物--名 が--助 よく--副 見え--動 ませ--助 ん--助']
['i cant see well', '私--名 は--助 物--名 が--助 よく--副 見え--動 ませ--助 ん--助']
['i cant stand it', '我慢--名 でき--動 ない--助']
['i cant tell you', 'それ--名 について--助 は--助 あんた--名 に--助 は--助 言え--動 やし--助 ない--助 よ--助']
['i caught the flu', 'インフルエンザ--名 に--助 かかり--動 まし--助 た--助']
['i could be wrong', '私--名 は--助 間違っ--動 て--助 いる--動 かも--助 しれ--動 ない--助']
['i couldnt sleep', '眠る--動 こと--名 が--助 でき--動 なかっ--助 た--助']
['i did it for you', 'あなた--名 の--助 ため--名 に--助 し--動 まし--助 た--助']
['i didnt like it', '好き--名 に--助 は--助 なれ--動 なかっ--助 た--助']
['i dont know her', '私--名 は--助 彼女--名 を--助 知り--動 ませ--助 ん--助']
['i dont know him', '彼--名 の--助 こと--名 を--助 知ら--動 ない--助']
['i dont know yet', 'まだ--副 分かり--動 ませ--助 ん--助']
['i dont like her', '私--名 は--助 彼女--名 が--助 好き--名 で--助 は--助 ない--形']
['i dont like him', 'あいつ--名 は--助 苦手--名 だ--助']
['i dont like him', '彼--名 は--助 好き--名 じゃ--助 ない--助']
['i dont love her', '私--名 は--助 彼女--名 を--助 愛し--動 て--助 い--動 ない--助']
['i dont mean you', 'あなた--名 の--助 こと--名 を--助 さし--動 て--助 言っ--動 て--助 いる--動 の--名 で--助 は--助 ない--形']
['i dont remember', '思い出せ--動 ませ--助 ん--助']
['i dont remember', '覚え--動 て--助 い--動 ない--助']
['i dont remember', '覚え--動 て--助 い--動 ませ--助 ん--助']
['i dont remember', '覚え--動 て--助 い--動 ない--助 ん--名 だ--助']
['i dont think so', '私--名 は--助 そう--副 は--助 思い--動 ませ--助 ん--助']
['i dont think so', 'そう--副 は--助 思い--動 ませ--助 ん--助']
['i dont think so', 'そんな--連 こと--名 ない--形 と--助 思う--動 よ--助']
['i dont think so', 'そう--副 は--助 思わ--動 ない--助 けど--助']
['i enjoyed myself', '楽しかっ--形 た--助']
['i feel lethargic', '力--名 が--助 出--動 ませ--助 ん--助']
['i feel something', '何--名 か--助 感じる--動']
['i feel very cold', 'とても--副 寒い--形 です--助 ね--助']
['i feel very sick', 'すごく--形 具合--名 が--助 悪い--形 の--名 です--助']
['i found my shoes', '私--名 の--助 靴--名 を--助 見つけ--動 まし--助 た--助']
['i get up at', '私--名 は--助 六--名 時半--名 に--助 起きる--動']
['i get up at', '私--名 は--助 七--名 時--名 に--助 起きる--動']
['i had a flu shot', 'インフルエンザ--名 の--助 予防--名 接種--名 を--助 し--動 まし--助 た--助']
['i hate chemistry', '化学--名 が--助 嫌い--名 だ--助']
['i have a big dog', '僕--名 は--助 大きな--連 犬--名 を--助 飼っ--動 て--助 いる--動']
['i have a brother', '兄--名 が--助 い--動 ます--助']
['i have a problem', '困っ--動 てる--動 ん--名 だ--助 よ--助 ね--助']
['i have been busy', '私--名 は--助 ずっと--副 忙しい--形']
['i have some news', 'いくつ--名 か--助 報告--名 が--助 あり--動 ます--助']
['i have some time', '時間--名 は--助 あり--動 ます--助']
['i have sore feet', '足--名 が--助 痛い--形']
['i have to go now', '僕--名 は--助 もう--副 行か--動 なく--助 ちゃ--助']
['i have to go now', 'もう--副 行か--動 ね--助 ば--助 なり--動 ませ--助 ん--助']
['i have to go now', 'もう--副 行か--動 なけれ--助 ば--助 なり--動 ませ--助 ん--助']
['i have to go now', 'もう--副 行か--動 なく--助 ちゃ--助']
['i have to go now', 'もう--副 行か--動 ない--助 と--助']
['i have to go now', 'そろそろ--副 失礼--名 し--動 なく--助 て--助 は--助']
['i have to go now', 'そろそろ--副 おい--動 と--動 まし--助 なけれ--助 ば--助 なり--動 ませ--助 ん--助']
['i heard a scream', '僕--名 は--助 叫び声--名 を--助 聞い--動 た--助']
['i heard a scream', '私--名 は--助 叫び声--名 を--助 聞い--動 た--助']
['i heard a scream', '叫び声--名 が--助 聞こえ--動 た--助']
['i keep a journal', '日誌--名 を--助 つける--動']
['i keep a journal', '日誌--名 を--助 つけ--動 て--助 い--動 ます--助']
['i know it myself', '自分--名 で--助 も--助 それ--名 が--助 解っ--動 て--助 いる--動 ん--名 だけ--助 と--助']
['i like australia', 'オーストラリア--名 が--助 好き--名 だ--助']
['i like chocolate', '私--名 は--助 チョコレート--名 が--助 好き--名 です--助']
['i like chocolate', 'チョコ--名 が--助 好き--名 だ--助']
['i like his music', '彼--名 の--助 音楽--名 が--助 好き--名 です--助']
['i like red roses', '私--名 は--助 赤い--形 バラ--名 が--助 好き--名 です--助']
['i like this book', 'この--連 本--名 が--助 好き--名 です--助']
['i like to travel', '私--名 は--助 旅行--名 が--助 好き--名 です--助']
['i like to travel', '旅行--名 が--助 好き--名 です--助']
['i like traveling', '私--名 は--助 旅行--名 が--助 好き--名 です--助']
['i like traveling', '旅行--名 が--助 好き--名 です--助']
['i like you a lot', '君--名 の--助 こと--名 が--助 大好き--名 な--助 ん--名 だ--助']
['i like you a lot', 'あなた--名 の--助 こと--名 が--助 大好き--名 です--助']
['i live in boston', 'ボストン--名 に--助 住ん--動 で--助 い--動 ます--助']
['i live in boston', '私--名 は--助 ボストン--名 に--助 住ん--動 で--助 い--動 ます--助']
['i lost my camera', 'カメラ--名 を--助 なくし--動 まし--助 た--助']
['i lost the watch', '時計--名 を--助 なくし--動 まし--助 た--助']
['i love australia', 'オーストラリア--名 が--助 大好き--名 だ--助']
['i love this book', 'この--連 本--名 が--助 大好き--名 です--助']
['i love this song', '私--名 は--助 この--連 歌--名 が--助 大好き--名 だ--助']
['i made a mistake', '私--名 が--助 間違っ--動 て--助 い--動 まし--助 た--助']
['i made a mistake', '間違え--動 ちゃっ--動 た--助']
['i made a mistake', '間違え--動 まし--助 た--助']
['i made him do so', '私--名 は--助 彼--名 に--助 そう--副 さ--動 せ--動 まし--助 た--助']
['i made it myself', '自分--名 で--助 作り--動 まし--助 た--助']
['i might be wrong', '私--名 は--助 間違っ--動 て--助 いる--動 かも--助 しれ--動 ない--助']
['i must get going', 'そろそろ--副 おい--動 と--動 まし--助 なけれ--助 ば--助 なり--動 ませ--助 ん--助']
['i must leave now', 'もう--副 行か--動 ね--助 ば--助 なり--動 ませ--助 ん--助']
['i must leave now', 'もう--副 行か--動 なく--助 ちゃ--助']
['i must leave now', 'そろそろ--副 おい--動 と--動 まし--助 なけれ--助 ば--助 なり--動 ませ--助 ん--助']
['i need a new car', '新しい--形 自動車--名 が--助 必要--名 です--助']
['i need more time', 'もっと--副 時間--名 が--助 必要--名 だ--助']
['i need some soap', '石けん--名 を--助 ください--動']
['i need your help', '君--名 の--助 助け--名 が--助 必要--名 な--助 ん--名 だ--助']
['i no longer care', 'もう--副 気--名 に--助 し--動 て--動 ない--助 よ--助']
['i play the piano', '私--名 は--助 ピアノ--名 を--助 弾き--動 ます--助']
['i read the label', '私--名 は--助 ラベル--名 を--助 読み--動 ます--助']
['i really like it', 'とっても--副 好き--名 よ--助']
['i said im sorry', 'だから--接 謝っ--動 てる--動 じゃ--助 ない--助']
['i said im sorry', 'ごめん--感 って--助 言っ--動 た--助 じゃん--助']
['i said stay back', '後ろ--名 に--助 下がっ--動 て--助 いる--動 よう--名 に--助 言っ--動 た--助 よ--助 ね--助']
['i sold the books', '私--名 は--助 本--名 を--助 売っ--動 た--助']
['i told the truth', '私--名 は--助 真実--名 を--助 言っ--動 た--助']
['i understand now', '判っ--動 て--助 き--動 た--助']
['i waited an hour', '私--名 は--助 １--名 時間--名 待っ--動 た--助']
['i waited for tom', '私--名 は--助 トム--名 を--助 待っ--動 た--助']
['i walk every day', '私--名 は--助 毎日--名 歩き--動 ます--助']
['i want mary back', 'メアリー--名 に--助 帰っ--動 て--助 き--動 て--助 ほしい--形']
['i want beef too', '僕--名 も--助 ビーフ--名 を--助 お願い--名 し--動 ます--助']
['i want some help', 'ちょっと--副 ばかり--助 助け--名 が--助 欲しい--形']
['i want the truth', '真実--名 が--助 知り--動 たい--助']
['i want to go out', '外出--名 し--動 たい--助 な--助']
['i was in', '2003--名 年--名 、--記 私--名 は--助 13--名 歳--名 だっ--助 た--助']
['i was young once', 'わたし--名 も--助 かつて--副 は--助 若かっ--形 た--助']
['i washed my feet', '私--名 は--助 自分--名 の--助 足--名 を--助 洗っ--動 た--助']
['i will see to it', '私--名 が--助 面倒--名 を--助 み--動 ます--助']
['i wish id known', '知っ--動 て--動 たら--助 よかっ--形 た--助 ん--名 だ--助 けど--助']
['i wont allow it', 'そんな--連 こと--名 は--助 さ--動 せ--動 ない--助 ぞ--助']
['i wont be quiet', '僕--名 は--助 黙ら--動 ない--助 ぞ--助']
['i wont help you', '手伝い--動 ませ--助 ん--助 よ--助']
['i work on sunday', '私--名 は--助 日曜日--名 に--助 働く--動']
['i work under her', '私--名 は--助 彼女--名 の--助 下--名 で--助 働い--動 て--助 いる--動']
['ill back you up', '僕--名 が--助 バックアップ--名 する--動 よ--助']
['ill be in touch', 'また--接 連絡--名 し--動 ます--助']
['ill be punished', '僕--名 は--助 罰--名 を--助 受ける--動 だろ--助 う--助']
['ill do the rest', '残り--名 は--助 僕--名 が--助 やる--動 よ--助']
['ill eat it here', 'ここ--名 で--助 食べ--動 ます--助']
['ill go find tom', 'トム--名 を--助 探し--動 に--助 行っ--動 て--助 き--動 ます--助']
['ill pay my bill', '自分--名 の--助 勘定--名 は--助 自分--名 で--助 払い--動 ます--助']
['ill treasure it', '大切--名 に--助 し--動 ます--助']
['ill try my best', '頑張っ--動 て--助 みる--動 よ--助']
['ill wash dishes', 'お--接 皿--名 を--助 洗い--動 ます--助']
['im years old', '私--名 は--助 十--名 八--名 歳--名 です--助']
['im years old', '私--名 は--助 今--名 30--名 歳--名 です--助']
['im ok with that', '問題--名 なし--助 です--助']
['im ok with that', 'それで--接 オッケー--名 です--助']
['im a bank clerk', '私--名 は--助 銀行--名 員--名 です--助']
['im a bit hungry', 'ちょっと--副 小腹--名 が--助 すい--動 た--助 な--助']
['im a cartoonist', '私--名 は--助 漫画--名 家--名 です--助']
['im a vegetarian', '僕--名 は--助 ベジタリアン--名 だ--助']
['im able to swim', '私--名 は--助 泳げ--動 ます--助']
['im able to swim', '私--名 は--助 泳ぐ--動 こと--名 が--助 出来--動 ます--助']
['im angry at you', '私--名 は--助 あなた--名 に--助 怒っ--動 て--助 いる--動 ん--名 です--助']
['im at the hotel', '今--名 、--記 ホテル--名']
['im baking a pie', '今--名 、--記 パイ--名 を--助 焼い--動 てる--動 とこ--名']
['im best at math', '数学--名 が--助 一番--名 得意--名 です--助']
['im disappointed', 'がっかり--副 だ--助 よ--助']
['im dissatisfied', '私--名 は--助 不満--名 です--助']
['im feeling sick', '私--名 は--助 気分--名 が--助 悪い--形']
['im free tonight', '今夜--名 は--助 暇--名 です--助']
['im from america', 'アメリカ--名 から--助 来--動 まし--助 た--助']
['im from the fbi', 'FBI--名 の--助 もの--名 です--助 が--助']
['im going to bed', 'もう--副 寝--動 ます--助']
['im going to try', 'やっ--動 て--助 みる--動']
['im going to try', 'やっ--動 て--助 みる--動 つもり--名 だ--助']
['im good at math', '数学--名 が--助 得意--名 です--助']
['im good at math', '私--名 は--助 数学--名 が--助 得意--名 だ--助']
['im good at this', '僕--名 は--助 これ--名 が--助 得意--名 だ--助']
['im in my office', '事務所--名 に--助 い--動 ます--助']
['im in the attic', '屋根裏--名 部屋--名 に--助 いる--動 よ--助']
['im just kidding', 'ほんの--連 冗談--名 だ--助 よ--助']
['im just kidding', 'ほんの--連 冗談--名 です--助']
['im just kidding', '冗談--名 です--助 よ--助']
['im just kidding', '冗談--名 を--助 言っ--動 てる--動 だけ--助 です--助']
['im just looking', '見--動 て--助 いる--動 だけ--助 だ--助']
['im just looking', 'ちょっと--副 見--動 て--助 いる--動 だけ--助 です--助']
['im just looking', 'ただ--接 見--動 て--助 いる--動 だけ--助 です--助']
['im just looking', '見--動 て--助 いる--動 だけ--助 です--助']
['im just looking', '見--動 てる--動 だけ--助 です--助']
['im killing time', '時間--名 を--助 つぶし--動 て--助 いる--動 だけ--助 です--助']
['im not a member', '私--名 は--助 会員--名 で--助 は--助 ない--形']
['im not busy now', '私--名 は--助 今--接 暇--名 です--助']
['im not her type', '僕--名 は--助 彼女--名 の--助 好み--名 の--助 タイプ--名 で--助 は--助 ない--形']
['im not like tom', '僕--名 は--助 トム--名 と--助 は--助 違う--動']
['im not like tom', '僕--名 は--助 トム--名 みたい--名 な--助 人間--名 で--助 は--助 ない--形']
['im not like you', '俺--名 は--助 お前--名 と--助 は--助 違う--動 ん--名 だ--助']
['im not so brave', '僕--名 は--助 そんなに--副 勇敢--名 じゃ--助 ない--助']
['im not so happy', '私--名 は--助 それほど--副 幸せ--名 で--助 は--助 あり--動 ませ--助 ん--助']
['im on the phone', '電話--名 中--名 です--助']
['im on your side', '僕--名 は--助 あなた--名 の--助 側--名 に--助 つき--動 ます--助']
['im ready to die', '死ぬ--動 覚悟--名 は--助 でき--動 て--助 いる--動']
['im really sorry', '本当に--副 ごめんなさい--感 ね--助']
['im really sorry', '本当に--副 ごめんなさい--感']
['im really tired', 'もう--副 ヘトヘト--名 です--助']
['im really tired', 'くたくた--名 に--助 疲れ--動 まし--助 た--助']
['im really tired', '私--名 は--助 大変--名 疲れ--動 て--助 い--動 ます--助']
['im really tired', 'もう--副 くたくた--名 だ--助 よ--助']
['im really tired', 'すっごく--形 疲れ--動 た--助']
['im really tired', 'くたくた--名 に--助 疲れ--動 た--助']
['im really tired', 'へとへと--名 に--助 疲れ--動 た--助']
['im sick of this', 'これ--名 に--助 は--助 うんざり--副 し--動 て--助 いる--動']
['im sorry i lied', 'ごめんなさい--感 。--記 嘘--名 を--助 つき--動 まし--助 た--助']
['im still sleepy', 'まだ--副 眠たい--形']
['im still sleepy', 'まだ--副 眠い--形 です--助']
['im still sleepy', 'まだ--副 眠い--形 よ--助']
['im super hungry', '超--接 腹--名 減っ--動 た--助']
['im sure of that', 'その--連 こと--名 を--助 確信--名 し--動 て--助 いる--動']
['ive got a fever', '熱--名 が--助 ある--動 ん--名 です--助']
['ive lied to you', 'あなた--名 に--助 嘘--名 を--助 つい--動 た--助']
['ive lost my bag', '鞄--名 を--助 なくし--動 て--助 しまっ--動 た--助']
['is tom awake yet', 'トム--名 は--助 もう--副 起き--動 まし--助 た--助']
['is anybody there', '誰--名 か--助 いる--動 の--助']
['is everything ok', '変わり--動 ない--助']
['is he still here', '彼--名 は--助 まだ--副 ここ--名 に--助 い--動 ます--助 か--助']
['is it ok if i go', '私--名 も--助 行っ--動 て--助 も--助 いい--形']
['is it really bad', 'かなり--副 悪い--形 です--助 か--助']
['is that a riddle', 'なぞなぞ--名 か--助 何--名 か--助 かい--助']
['is that my fault', '私--名 の--助 せい--名']
['is that my fault', '私--名 の--助 失敗--名']
['is that my fault', '私--名 の--助 責任--名']
['is that your cat', 'それ--名 は--助 あなた--名 の--助 猫--名 です--助 か--助']
['is this', '電話--名 番号--名 、--記 ２--名 ２--名 ３--名 —--記 １--名 ３--名 ７--名 ４--名 、--記 です--助 よ--助 ね--助']
['is this about me', 'これ--名 は--助 私--名 について--助 です--助 か--助']
['is this for sale', 'これ--名 、--記 売り物--名 です--助 か--助']
['is this my fault', '私--名 の--助 責任--名']
['is your dog mean', 'あなた--名 の--助 犬--名 って--助 凶暴--名']
['is your mom home', 'お母さん--名 は--助 いらっしゃい--動 ます--助 か--助']
['it began to snow', '雪--名 が--助 降り出し--動 た--助']
['it is fine today', '今日--名 は--助 いい--形 天気--名 だ--助']
['it is not my day', '今日--名 は--助 ついて--動 ない--助 な--助']
['it is pitch dark', '真っ--接 暗闇--名 だ--助']
['it needs washing', '洗う--動 必要--名 が--助 ある--動']
['it was necessary', 'それ--名 は--助 必要--名 だっ--助']
['it wont be hard', '難しく--形 は--助 ない--形 さ--助']
['itll snow today', '今日--名 は--助 雪--名 です--助']
['its april first', '四月--名 一--名 日--名 です--助']
['its a clear day', '晴れ--動 て--助 い--動 ます--助']
['its a good idea', 'いい--形 考え--名 だ--助']
['its a nice idea', 'それ--名 は--助 良い--形 考え--名 です--助']
['its a nice idea', 'それ--名 は--助 いい--形 アイデア--名 だ--助']
['its a sunflower', 'それ--名 は--助 ひまわり--名 です--助']
['its a sunny day', '天気--名 は--助 上々--名 だ--助']
['its a windy day', '風--名 の--助 強い--形 日--名 です--助']
['its almost time', 'そろそろ--副 時間--名 だ--助']
['its become dark', '暗く--形 なっ--動 て--助 き--動 た--助']
['its boiling hot', 'うだる--動 よう--名 な--助 暑--形 さ--名 だ--助']
['its frozen hard', 'かたく--形 凍っ--動 て--助 いる--動']
['its gotten dark', '暗く--形 なっ--動 て--助 き--動 た--助']
['its interesting', '面白い--形 です--助 ね--助']
['its just a cold', '風邪--名 です--助 ね--助']
['its magnificent', '立派--名 です--助 ね--助']
['its no big deal', '大騒ぎ--名 する--動 程--名 で--助 も--助 ない--形']
['its no big deal', '大した--連 こと--名 じゃ--助 ない--助 ん--名 だ--助 よ--助']
['its no big deal', '大した--連 こと--名 じゃ--助 ない--助']
['its no big deal', '大した--連 こと--名 じゃ--助 ない--助 よ--助']
['its now my turn', 'さあ--感 今度--名 は--助 僕--名 の--助 番--名 だ--助']
['its pretty cold', 'かなり--副 寒い--形']
['its quite humid', '湿度--名 が--助 すごく--形 高い--形 です--助 ね--助']
['its rainy today', '今日--名 は--助 雨降り--名 です--助']
['its secondhand', '中古--名 だ--助 よ--助']
['its supper time', '夕飯--名 の--助 時間--名 です--助 よ--助']
['its supper time', '夕食--名 の--助 時間--名 です--助 よ--助']
['its unnecessary', 'その--連 必要--名 は--助 あり--動 ませ--助 ん--助']
['its very bright', 'すごく--形 明るい--形']
['its windy today', '今日--名 は--助 風--名 が--助 強い--形']
['its worth a try', 'それ--名 は--助 やっ--動 て--助 みる--動 価値--名 が--助 ある--動 ね--助']
['japan is in asia', '日本--名 は--助 アジア--名 に--助 あり--動 ます--助']
['just look at him', '彼--名 を--助 見--動 て--助']
['keep the dog out', '犬--名 を--助 中--名 に--助 入れる--動 な--助']
['leave this to me', '任せ--動 て--助']
['leave this to me', '私--名 に--助 任せ--動 なさい--動']
['leave this to me', '俺--名 に--助 任せろ--動']
['let go of my arm', '腕--名 を--助 放し--動 て--助']
['let me handle it', '私--名 に--助 任せ--動 なさい--動']
['let me repair it', '私--名 に--助 修理--名 さ--動 せ--動 て--助 下さい--動']
['let me try again', 'もっか--名 いやらし--形 て--助']
['lets eat dinner', '夕食--名 に--助 し--動 ましょ--助 う--助']
['lets eat supper', '夕食--名 に--助 し--動 ましょ--助 う--助']
['lets go by taxi', 'タクシー--名 で--助 行こ--動 う--助 よ--助']
['lets go dancing', '踊り--名 に--助 行き--動 ませ--助 ん--助 か--助']
['lets have lunch', 'お昼--名 に--助 しよ--動 う--助']
['lets have sushi', 'お--接 寿司--名 を--助 食べ--動 ましょ--助 う--助']
['lets talk later', '今後--名 話--名 を--助 しよ--動 う--助']
['listen carefully', '耳--名 を--助 澄ま--動 せ--動 て--助 ごらん--名']
['listen carefully', 'よく--副 聞き--動 なさい--動']
['lower your voice', '小さい--形 声--名 で--助 話し--動 て--助 ください--動']
['make way please', '道--名 を--助 空け--動 て--助 ください--動']
['make your choice', '君--名 の--助 好き--名 な--助 もの--名 を--助 選び--動 なさい--動']
['mary is a mother', 'メアリー--名 は--助 母親--名 です--助']
['mary slapped tom', 'メアリー--名 は--助 トム--名 に--助 ビンタ--名 を--助 し--動 た--助']
['mary i love you', 'メアリー--名 好き--名']
['may i call later', '後で--副 電話--名 し--動 て--助 も--助 良い--形 です--助 か--助']
['may i come again', 'また--接 来--動 て--助 も--助 いい--形']
['may i feel these', 'これ--名 触っ--動 て--助 も--助 いい--形 です--助 か--助']
['may i open a can', '缶--名 を--助 開け--動 て--助 も--助 いい--形 です--助 か--助']
['may i smoke here', 'ここ--名 で--助 タバコ--名 を--助 吸っ--動 て--助 も--助 いい--形 です--助 か--助']
['may i touch this', 'これ--名 触っ--動 て--助 も--助 いい--形 です--助 か--助']
['my car is german', '私--名 の--助 車--名 は--助 ドイツ--名 製--名 です--助']
['my eyes are sore', '目--名 が--助 痛い--形 です--助']
['my father is out', '父--名 は--助 外出--名 し--動 て--助 いる--動']
['my father smokes', '父--名 は--助 たばこ--名 を--助 吸う--動']
['my feet get cold', '足--名 が--助 冷え--動 ます--助']
['my mother is out', '母--名 は--助 外出--名 し--動 て--助 い--動 ます--助']
['my neck is stiff', '肩こり--名 が--助 ある--動']
['my nose is itchy', '鼻--名 が--助 むずむず--副 し--動 ます--助']
['my pulse is fast', '脈--名 が--助 はやい--形 です--助']
['my stomach hurts', 'おなか--名 が--助 痛い--形']
['my stomach hurts', 'お腹--名 痛い--形']
['my sunburn hurts', '日焼け--名 し--動 て--助 痛い--形']
['my sunburn hurts', '日焼け--名 が--助 痛い--形']
['my sunburn hurts', '日焼け--名 で--助 ヒリヒリ--副 する--動']
['never tell a lie', '決して--副 嘘--名 を--助 ついては--接 いけ--動 ませ--助 ん--助']
['never tell a lie', 'うそ--名 を--助 言っ--動 て--助 は--助 いけ--動 ない--助 よ--助']
['nice to meet you', 'お--接 会い--動 でき--動 て--助 嬉しい--形 です--助']
['nice to meet you', '初め--名 まして--副']
['no need to worry', '心配--名 ない--形 よ--助']
['no one likes war', '戦争--名 が--助 好き--名 な--助 人--名 は--助 、--記 い--動 な--助']
['no one will care', '誰--名 も--助 気--名 に--助 し--動 やし--助 ない--助 よ--助']
['no one will know', '誰--名 に--助 も--助 分から--動 ない--助 よ--助']
['no one will know', '誰--名 も--助 知ら--動 ない--助 でしょ--助 う--助']
['no pain no gain', '労--名 なく--形 し--動 て--助 益--名 なし--形']
['no pain no gain', '苦--名 は--助 楽--名 の--助 種--名']
['no pain no gain', '痛み--名 なく--形 し--動 て--助 得る--動 もの--名 なし--形']
['no im not well', 'いいえ--感 、--記 体調--名 は--助 良く--形 ない--助 ん--名 です--助']
['nobody knows why', '理由--名 は--助 誰--名 も--助 分から--動 ない--助']
['nobody knows why', '理由--名 は--助 誰--名 に--助 も--助 分から--動 ない--助']
['nobody likes war', '戦争--名 が--助 好き--名 な--助 人--名 は--助 、--記 い--動 な--助']
['nobody showed up', '誰--名 も--助 来--動 なかっ--助 た--助']
